survey_id,customer_id,survey_date,survey_type,nps_score,satisfaction_score,ease_of_use,would_recommend,payment_method_used
SRV001407,CUST00481,2024-03-20,Post-Purchase,,4,1,Yes,Debit
SRV001408,CUST00279,2023-12-13,Post-Purchase,,4,1,Maybe,Visa
SRV001409,CUST00662,2022-03-07,Post-Purchase,,5,4,No,Mastercard
SRV001410,CUST00897,2022-07-26,NPS,4.0,5,1,Yes,Mastercard
SRV001411,CUST00367,2024-06-29,Post-Purchase,,5,4,No,Mastercard
SRV001412,CUST00297,2022-05-31,Annual,,4,5,No,Visa
SRV001413,CUST00547,2023-11-05,Annual,,5,3,Yes,Mastercard
SRV001414,CUST00893,2024-07-30,NPS,3.0,4,4,Yes,Mastercard
SRV001415,CUST00688,2022-09-11,Post-Purchase,,3,4,Yes,Cash
SRV001416,CUST00837,2024-06-10,Annual,,4,3,Yes,Mastercard
SRV001417,CUST00504,2022-04-22,Post-Purchase,,5,4,Yes,Debit
SRV001418,CUST00316,2022-01-15,Annual,,4,2,Yes,Gift Card
SRV001419,CUST00561,2024-08-04,Post-Purchase,,4,1,Yes,Visa
SRV001420,CUST00590,2023-07-06,Post-Purchase,,4,2,Yes,Visa
SRV001421,CUST00980,2024-09-27,Post-Purchase,,2,4,Yes,Debit
SRV001422,CUST00039,2023-03-16,NPS,7.0,4,5,Yes,Cash
SRV001423,CUST00238,2024-01-30,Post-Purchase,,5,4,No,Debit
SRV001424,CUST00765,2024-03-20,Post-Purchase,,5,2,Yes,Debit
SRV001425,CUST00092,2022-10-11,NPS,4.0,1,2,No,Debit
SRV001426,CUST00317,2024-06-21,NPS,8.0,5,3,Yes,Mastercard
SRV001427,CUST00704,2024-08-14,Annual,,4,1,Yes,Mastercard
SRV001428,CUST00080,2023-04-04,Post-Purchase,,3,1,Yes,Debit
SRV001429,CUST00127,2024-01-05,Annual,,5,3,Yes,Debit
SRV001430,CUST00085,2024-07-06,Post-Purchase,,4,4,No,Cash
SRV001431,CUST00073,2022-01-31,Annual,,4,5,Yes,Visa
SRV001432,CUST00777,2024-01-30,Annual,,4,5,No,Gift Card
SRV001433,CUST00673,2023-12-16,NPS,9.0,4,2,Maybe,Visa
SRV001434,CUST00901,2024-06-12,NPS,4.0,1,1,Maybe,Visa
SRV001435,CUST00925,2023-02-05,Post-Purchase,,3,2,Yes,Visa
SRV001436,CUST00455,2022-02-13,Annual,,5,4,No,Debit
SRV001437,CUST00251,2023-03-06,NPS,10.0,5,3,Yes,Mastercard
SRV001438,CUST00226,2023-10-19,Post-Purchase,,5,4,Maybe,Debit
SRV001439,CUST00409,2023-07-19,Post-Purchase,,3,3,Yes,Visa
SRV001440,CUST00065,2023-12-31,NPS,10.0,3,5,Yes,Mastercard
SRV001441,CUST00963,2023-08-06,Post-Purchase,,4,1,No,Visa
SRV001442,CUST00804,2024-03-19,Annual,,3,1,Maybe,Mastercard
SRV001443,CUST00474,2024-05-03,Post-Purchase,,4,4,Maybe,Visa
SRV001444,CUST00278,2022-12-28,NPS,7.0,3,3,Maybe,Mastercard
SRV001445,CUST00859,2022-01-23,NPS,6.0,5,2,Yes,Mastercard
SRV001446,CUST00166,2024-01-31,Post-Purchase,,4,2,Maybe,Debit
SRV001447,CUST00084,2023-05-11,NPS,10.0,5,5,Yes,Mastercard
SRV001448,CUST00626,2023-11-29,Annual,,5,4,Yes,Mastercard
SRV001449,CUST00911,2024-10-04,NPS,6.0,3,4,Maybe,Gift Card
SRV001450,CUST00100,2023-12-16,NPS,9.0,5,3,Maybe,Cash
SRV001451,CUST00050,2023-02-02,Post-Purchase,,3,3,Yes,Mastercard
SRV001452,CUST00093,2024-03-31,Post-Purchase,,2,2,Yes,Cash
SRV001453,CUST00480,2023-07-21,Annual,,5,4,No,Mastercard
SRV001454,CUST00749,2023-07-31,Annual,,5,5,Maybe,Cash
SRV001455,CUST00606,2024-07-10,NPS,10.0,2,1,Maybe,Visa
SRV001456,CUST00301,2023-01-20,NPS,9.0,3,2,Yes,Cash
SRV001457,CUST00337,2024-06-29,NPS,4.0,5,1,Yes,Debit
SRV001458,CUST00756,2022-02-25,Post-Purchase,,3,1,Maybe,Cash
SRV001459,CUST00858,2024-10-16,Post-Purchase,,5,3,Maybe,Mastercard
SRV001460,CUST00388,2022-07-03,NPS,3.0,4,5,No,Mastercard
SRV001461,CUST00408,2024-06-23,Post-Purchase,,5,4,Yes,Debit
SRV001462,CUST00843,2022-12-04,NPS,1.0,1,3,Yes,Cash
SRV001463,CUST00604,2022-11-10,Post-Purchase,,4,3,Maybe,Mastercard
SRV001464,CUST00003,2023-05-11,NPS,2.0,3,1,Maybe,Visa
SRV001465,CUST00261,2024-05-21,Post-Purchase,,4,3,Yes,Mastercard
SRV001466,CUST00858,2024-04-12,NPS,9.0,5,2,No,Mastercard
SRV001467,CUST00368,2023-06-05,Post-Purchase,,5,1,No,Mastercard
SRV001468,CUST00600,2023-04-24,Annual,,4,2,Maybe,Debit
SRV001469,CUST00932,2023-03-29,NPS,9.0,3,1,Yes,Mastercard
SRV001470,CUST00643,2024-07-23,Post-Purchase,,4,2,Yes,Mastercard
SRV001471,CUST00780,2023-04-24,Post-Purchase,,3,1,Yes,Visa
SRV001472,CUST00127,2024-11-20,NPS,6.0,3,1,Maybe,Debit
SRV001473,CUST00010,2023-08-10,Annual,,2,4,No,Visa
SRV001474,CUST00293,2023-03-07,NPS,8.0,1,5,Yes,Visa
SRV001475,CUST00838,2023-06-30,Post-Purchase,,4,2,Yes,Gift Card
SRV001476,CUST00067,2023-11-16,Annual,,5,4,Yes,Mastercard
SRV001477,CUST00823,2022-05-02,Post-Purchase,,3,5,Yes,Cash
SRV001478,CUST00440,2024-10-02,NPS,1.0,5,5,No,Mastercard
SRV001479,CUST00585,2023-12-27,Post-Purchase,,4,2,Maybe,Visa
SRV001480,CUST00141,2024-06-24,Post-Purchase,,4,3,No,Cash
SRV001481,CUST00651,2023-11-03,NPS,9.0,5,2,Yes,Mastercard
SRV001482,CUST00664,2023-05-30,NPS,8.0,4,4,Yes,Mastercard
SRV001483,CUST00744,2023-07-18,Post-Purchase,,4,5,No,Mastercard
SRV001484,CUST00444,2022-12-18,NPS,8.0,4,4,Yes,Mastercard
SRV001485,CUST00245,2024-06-17,NPS,8.0,5,2,Yes,Mastercard
SRV001486,CUST00040,2022-02-18,Post-Purchase,,5,3,Maybe,Visa
SRV001487,CUST00150,2022-08-12,NPS,10.0,4,1,Maybe,Visa
SRV001488,CUST00204,2023-02-15,NPS,1.0,4,1,Maybe,Mastercard
SRV001489,CUST00309,2023-06-21,Post-Purchase,,4,5,Maybe,Cash
SRV001490,CUST00912,2022-11-05,Annual,,3,4,Yes,Cash
SRV001491,CUST00649,2024-02-12,Post-Purchase,,4,2,No,Mastercard
SRV001492,CUST00981,2024-11-06,NPS,9.0,5,2,Yes,Mastercard
SRV001493,CUST00636,2024-01-19,NPS,10.0,5,2,Yes,Mastercard
SRV001494,CUST00150,2023-02-26,Annual,,1,4,No,Visa
SRV001495,CUST00093,2024-09-10,NPS,2.0,2,1,No,Cash
SRV001496,CUST00840,2022-01-30,Post-Purchase,,2,1,Maybe,Debit
SRV001497,CUST00045,2024-05-13,Post-Purchase,,5,4,Yes,Mastercard
SRV001498,CUST00469,2023-10-13,NPS,7.0,5,2,No,Mastercard
SRV001499,CUST00994,2023-10-16,Post-Purchase,,3,1,Yes,Cash
SRV001500,CUST00953,2022-09-20,Post-Purchase,,1,2,Maybe,Mastercard
SRV001501,CUST00575,2023-02-02,Annual,,3,1,No,Gift Card
SRV001502,CUST00003,2023-12-03,Post-Purchase,,1,2,Maybe,Visa
SRV001503,CUST00847,2023-12-02,NPS,4.0,5,2,Maybe,Debit
SRV001504,CUST00095,2024-02-28,Post-Purchase,,4,3,No,Debit
SRV001505,CUST00252,2023-12-23,Post-Purchase,,4,4,Yes,Debit
SRV001506,CUST00674,2023-03-06,NPS,10.0,4,5,Yes,Mastercard
SRV001507,CUST00372,2024-12-26,Post-Purchase,,3,4,Yes,Mastercard
SRV001508,CUST00257,2024-11-26,NPS,5.0,3,3,Yes,Visa
SRV001509,CUST00296,2022-04-15,NPS,6.0,5,5,Yes,Cash
SRV001510,CUST00319,2024-06-15,NPS,5.0,2,2,Yes,Debit
SRV001511,CUST00336,2024-01-02,Post-Purchase,,5,2,Maybe,Mastercard
SRV001512,CUST00262,2022-11-19,Annual,,3,1,Yes,Visa
SRV001513,CUST00831,2023-12-07,NPS,3.0,5,3,No,Cash
SRV001514,CUST00147,2024-05-30,NPS,7.0,4,2,Yes,Debit
SRV001515,CUST00403,2024-05-25,NPS,9.0,5,1,Yes,Visa
SRV001516,CUST00319,2023-08-17,Annual,,4,2,Yes,Debit
SRV001517,CUST00020,2023-07-21,NPS,7.0,2,3,Yes,Mastercard
SRV001518,CUST00926,2024-07-19,Post-Purchase,,4,1,Yes,Mastercard
SRV001519,CUST00615,2023-03-15,NPS,8.0,3,1,Maybe,Visa
SRV001520,CUST00164,2023-06-30,Annual,,4,3,Yes,Visa
SRV001521,CUST00176,2024-08-16,Post-Purchase,,3,3,Yes,Visa
SRV001522,CUST00620,2024-08-11,NPS,8.0,3,5,Yes,Mastercard
SRV001523,CUST00336,2024-12-04,NPS,6.0,4,3,No,Mastercard
SRV001524,CUST00839,2023-07-15,Post-Purchase,,4,4,Yes,Debit
SRV001525,CUST00735,2023-01-17,Post-Purchase,,5,5,Yes,Mastercard
SRV001526,CUST00727,2024-12-03,Post-Purchase,,4,3,Yes,Visa
SRV001527,CUST00217,2022-11-16,NPS,8.0,1,3,No,Cash
SRV001528,CUST00701,2024-10-15,Post-Purchase,,4,2,No,Visa
SRV001529,CUST00631,2022-02-24,NPS,1.0,3,3,Maybe,Debit
SRV001530,CUST00809,2022-01-05,Post-Purchase,,4,3,Maybe,Mastercard
SRV001531,CUST00374,2024-11-26,Post-Purchase,,4,1,Yes,Mastercard
SRV001532,CUST00007,2022-08-20,Post-Purchase,,5,3,Yes,Mastercard
SRV001533,CUST00041,2022-07-13,Post-Purchase,,5,4,Yes,Mastercard
SRV001534,CUST00134,2023-09-11,Post-Purchase,,4,5,Maybe,Mastercard
SRV001535,CUST00467,2023-12-19,NPS,6.0,5,2,Yes,Mastercard
SRV001536,CUST00474,2024-07-16,Post-Purchase,,3,2,No,Visa
SRV001537,CUST00921,2023-12-23,Post-Purchase,,5,1,No,Debit
SRV001538,CUST00706,2022-04-20,Post-Purchase,,4,4,Yes,Gift Card
SRV001539,CUST00847,2022-09-14,Post-Purchase,,5,3,Maybe,Debit
SRV001540,CUST00067,2024-09-07,Post-Purchase,,4,4,Yes,Mastercard
SRV001541,CUST00332,2022-04-05,NPS,0.0,3,2,No,Visa
SRV001542,CUST00997,2024-04-23,NPS,10.0,4,2,No,Mastercard
SRV001543,CUST00640,2023-04-17,Post-Purchase,,5,4,No,Mastercard
SRV001544,CUST00182,2023-04-04,NPS,7.0,3,3,Yes,Visa
SRV001545,CUST00217,2024-07-07,Post-Purchase,,4,1,Yes,Cash
SRV001546,CUST00775,2022-02-20,Post-Purchase,,3,3,No,Debit
SRV001547,CUST00585,2023-02-26,Post-Purchase,,2,2,Yes,Visa
SRV001548,CUST00497,2024-02-29,NPS,9.0,3,1,Yes,Visa
SRV001549,CUST00670,2023-11-11,NPS,4.0,2,4,Yes,Debit
SRV001550,CUST00965,2022-09-26,NPS,8.0,3,5,Maybe,Debit
SRV001551,CUST00954,2022-03-31,Post-Purchase,,3,4,Yes,Mastercard
SRV001552,CUST00904,2023-03-19,NPS,8.0,3,4,Yes,Cash
SRV001553,CUST00476,2022-07-03,NPS,9.0,4,1,No,Cash
SRV001554,CUST00317,2024-09-12,Post-Purchase,,5,5,No,Mastercard
SRV001555,CUST00420,2022-08-16,Annual,,3,3,No,Visa
SRV001556,CUST00940,2024-03-04,NPS,9.0,1,5,Yes,Mastercard
SRV001557,CUST00991,2022-01-24,NPS,2.0,5,2,No,Debit
SRV001558,CUST00439,2023-09-01,Post-Purchase,,4,1,Maybe,Visa
SRV001559,CUST00104,2024-01-25,NPS,8.0,4,2,Yes,Visa
SRV001560,CUST00342,2023-05-07,Annual,,2,1,Yes,Mastercard
SRV001561,CUST00202,2024-10-11,Post-Purchase,,1,4,Yes,Mastercard
SRV001562,CUST00504,2022-09-09,NPS,3.0,4,4,No,Debit
SRV001563,CUST00228,2024-11-23,NPS,8.0,5,4,No,Mastercard
SRV001564,CUST00652,2022-02-05,Post-Purchase,,5,5,Yes,Mastercard
SRV001565,CUST00760,2023-10-27,Post-Purchase,,4,4,No,Visa
SRV001566,CUST00477,2022-07-18,Post-Purchase,,2,3,Yes,Mastercard
SRV001567,CUST00486,2023-12-03,NPS,8.0,4,2,Maybe,Mastercard
SRV001568,CUST00526,2022-04-07,Post-Purchase,,4,1,No,Visa
SRV001569,CUST00910,2023-09-28,NPS,7.0,5,3,No,Mastercard
SRV001570,CUST00897,2023-12-25,NPS,10.0,4,1,Maybe,Mastercard
SRV001571,CUST00813,2022-06-09,NPS,10.0,2,5,No,Mastercard
SRV001572,CUST00746,2022-11-07,NPS,8.0,3,1,Yes,Debit
SRV001573,CUST00683,2024-09-14,Annual,,4,2,No,Mastercard
SRV001574,CUST00381,2024-04-14,Annual,,2,5,No,Debit
SRV001575,CUST00906,2023-08-11,Annual,,5,1,No,Mastercard
SRV001576,CUST00568,2023-04-17,Post-Purchase,,5,4,Yes,Debit
SRV001577,CUST00090,2023-05-16,Post-Purchase,,4,1,Yes,Cash
SRV001578,CUST00494,2024-01-17,NPS,8.0,3,3,No,Cash
SRV001579,CUST00413,2023-07-24,Post-Purchase,,5,5,Maybe,Mastercard
SRV001580,CUST00910,2023-02-10,Post-Purchase,,1,5,No,Mastercard
SRV001581,CUST00250,2024-08-27,Annual,,3,2,Yes,Gift Card
SRV001582,CUST00472,2024-04-27,NPS,8.0,5,1,Yes,Mastercard
SRV001583,CUST00767,2024-08-17,Annual,,5,3,Yes,Visa
SRV001584,CUST00829,2024-05-17,NPS,8.0,5,2,Yes,Mastercard
SRV001585,CUST00796,2023-11-16,Post-Purchase,,3,4,Yes,Debit
SRV001586,CUST00989,2023-01-10,NPS,8.0,4,5,No,Debit
SRV001587,CUST00405,2022-08-12,NPS,6.0,4,1,No,Cash
SRV001588,CUST00989,2022-12-14,NPS,7.0,4,3,Yes,Debit
SRV001589,CUST00889,2023-02-25,NPS,9.0,5,4,Maybe,Debit
SRV001590,CUST00690,2022-08-31,Post-Purchase,,4,2,Yes,Mastercard
SRV001591,CUST00606,2024-12-19,NPS,8.0,5,4,Yes,Visa
SRV001592,CUST00510,2022-12-17,NPS,10.0,4,2,Maybe,Mastercard
SRV001593,CUST00009,2022-01-07,Post-Purchase,,2,1,Yes,Mastercard
SRV001594,CUST00094,2023-07-16,NPS,9.0,3,1,Yes,Debit
SRV001595,CUST00815,2024-02-22,NPS,7.0,4,1,No,Visa
SRV001596,CUST00468,2022-05-08,Post-Purchase,,4,4,Yes,Mastercard
SRV001597,CUST00172,2023-06-05,NPS,5.0,4,1,Maybe,Debit
SRV001598,CUST00830,2022-05-19,Post-Purchase,,2,4,Yes,Visa
SRV001599,CUST00412,2024-12-03,Post-Purchase,,5,5,Yes,Debit
SRV001600,CUST00604,2022-10-01,NPS,8.0,4,3,Yes,Mastercard
SRV001601,CUST00625,2024-06-17,Post-Purchase,,3,1,Maybe,Debit
SRV001602,CUST00473,2023-10-10,NPS,9.0,5,5,No,Visa
SRV001603,CUST00883,2024-02-28,Post-Purchase,,3,3,Yes,Debit
SRV001604,CUST00808,2024-05-18,Post-Purchase,,3,3,Yes,Mastercard
SRV001605,CUST00233,2023-08-18,Annual,,5,4,Maybe,Visa
SRV001606,CUST00156,2024-05-03,Post-Purchase,,4,4,No,Debit
SRV001607,CUST00995,2022-09-02,NPS,10.0,4,2,Yes,Mastercard
SRV001608,CUST00131,2023-03-03,NPS,9.0,3,2,Yes,Debit
SRV001609,CUST00275,2022-12-15,Annual,,3,4,Yes,Mastercard
SRV001610,CUST00479,2023-09-15,Annual,,4,2,No,Mastercard
SRV001611,CUST00883,2023-10-29,Post-Purchase,,5,2,Yes,Debit
SRV001612,CUST00357,2022-08-30,Post-Purchase,,3,5,Yes,Cash
SRV001613,CUST00317,2023-01-06,Annual,,5,1,Yes,Mastercard
SRV001614,CUST00317,2024-12-19,NPS,7.0,5,3,Yes,Mastercard
SRV001615,CUST00265,2023-03-09,Post-Purchase,,5,1,Maybe,Visa
SRV001616,CUST00537,2024-08-12,Annual,,4,5,Yes,Debit
SRV001617,CUST00055,2023-01-29,Post-Purchase,,5,2,Yes,Mastercard
SRV001618,CUST00726,2023-08-19,NPS,8.0,5,3,No,Visa
SRV001619,CUST00777,2023-01-20,Post-Purchase,,1,3,Maybe,Gift Card
SRV001620,CUST00094,2024-05-20,Post-Purchase,,3,3,Yes,Debit
SRV001621,CUST00368,2022-08-27,Annual,,2,4,No,Mastercard
SRV001622,CUST00838,2024-12-18,Post-Purchase,,3,2,Yes,Gift Card
SRV001623,CUST00095,2022-06-03,Annual,,4,4,No,Debit
SRV001624,CUST00680,2023-10-20,Annual,,4,5,Yes,Debit
SRV001625,CUST00281,2023-12-17,NPS,6.0,3,2,Yes,Mastercard
SRV001626,CUST00270,2022-09-12,Post-Purchase,,5,1,No,Mastercard
SRV001627,CUST00836,2022-12-28,Post-Purchase,,4,2,Maybe,Gift Card
SRV001628,CUST00445,2024-09-09,Post-Purchase,,5,1,Maybe,Debit
SRV001629,CUST00617,2024-11-16,Annual,,3,4,Yes,Mastercard
SRV001630,CUST00718,2023-10-12,Post-Purchase,,4,3,Yes,Debit
SRV001631,CUST00365,2022-09-11,Post-Purchase,,3,1,Yes,Visa
SRV001632,CUST00019,2022-05-01,Post-Purchase,,4,4,Maybe,Mastercard
SRV001633,CUST00185,2024-11-13,Annual,,4,3,No,Debit
SRV001634,CUST00256,2023-10-21,NPS,9.0,2,5,Yes,Cash
SRV001635,CUST00469,2024-12-26,NPS,10.0,4,2,Yes,Mastercard
SRV001636,CUST00910,2024-06-01,Post-Purchase,,1,4,No,Mastercard
SRV001637,CUST00314,2022-09-04,Post-Purchase,,4,4,Maybe,Debit
SRV001638,CUST00189,2022-12-09,Post-Purchase,,2,3,Yes,Visa
SRV001639,CUST00557,2024-07-03,Post-Purchase,,3,3,Maybe,Debit
SRV001640,CUST00738,2022-04-26,NPS,5.0,3,4,Yes,Visa
SRV001641,CUST00151,2024-10-18,Annual,,5,4,No,Mastercard
SRV001642,CUST00949,2022-07-05,Post-Purchase,,5,4,Yes,Mastercard
SRV001643,CUST00904,2023-05-28,Post-Purchase,,4,5,Maybe,Cash
SRV001644,CUST00699,2022-02-22,Post-Purchase,,4,5,Yes,Debit
SRV001645,CUST00253,2023-01-18,Post-Purchase,,5,2,Yes,Visa
SRV001646,CUST00719,2022-03-27,Post-Purchase,,3,1,Yes,Visa
SRV001647,CUST00151,2022-07-28,NPS,6.0,5,5,Maybe,Mastercard
SRV001648,CUST00824,2022-04-04,Post-Purchase,,4,1,Yes,Mastercard
SRV001649,CUST00259,2022-03-17,NPS,3.0,3,2,Maybe,Mastercard
SRV001650,CUST00822,2022-12-30,Post-Purchase,,5,2,Maybe,Visa
SRV001651,CUST00467,2022-04-13,Post-Purchase,,5,2,Maybe,Mastercard
SRV001652,CUST00677,2024-02-06,Post-Purchase,,4,5,Yes,Debit
SRV001653,CUST00136,2023-09-06,Annual,,4,3,Yes,Debit
SRV001654,CUST00056,2022-06-02,Post-Purchase,,4,5,Yes,Visa
SRV001655,CUST00685,2024-11-04,Post-Purchase,,5,4,Yes,Debit
SRV001656,CUST00190,2024-10-15,Annual,,4,1,Maybe,Debit
SRV001657,CUST00786,2022-05-19,Post-Purchase,,4,2,Yes,Mastercard
SRV001658,CUST00175,2024-08-23,Annual,,5,4,Yes,Mastercard
SRV001659,CUST00275,2023-05-13,NPS,0.0,4,4,Yes,Mastercard
SRV001660,CUST00945,2024-06-07,NPS,10.0,5,4,No,Mastercard
SRV001661,CUST00160,2022-12-29,Post-Purchase,,4,4,Maybe,Mastercard
SRV001662,CUST00099,2024-01-26,Post-Purchase,,2,5,Yes,Mastercard
SRV001663,CUST00419,2023-08-24,Annual,,2,2,No,Debit
SRV001664,CUST00477,2024-01-09,NPS,8.0,3,3,Maybe,Mastercard
SRV001665,CUST00067,2024-09-12,NPS,7.0,5,3,Yes,Mastercard
SRV001666,CUST00275,2024-10-31,Post-Purchase,,5,1,Yes,Mastercard
SRV001667,CUST00341,2022-08-16,Post-Purchase,,3,5,Yes,Mastercard
SRV001668,CUST00874,2023-05-21,Post-Purchase,,5,5,Yes,Mastercard
SRV001669,CUST00048,2024-05-23,Post-Purchase,,3,2,Maybe,Cash
SRV001670,CUST00238,2024-02-09,Post-Purchase,,5,4,Yes,Debit
SRV001671,CUST00271,2023-12-21,Post-Purchase,,4,5,Maybe,Mastercard
SRV001672,CUST00348,2024-01-22,Post-Purchase,,3,1,Maybe,Visa
SRV001673,CUST00906,2024-04-28,Annual,,3,1,No,Mastercard
SRV001674,CUST00486,2023-01-12,Post-Purchase,,3,1,No,Mastercard
SRV001675,CUST00262,2023-09-10,Post-Purchase,,1,1,Yes,Visa
SRV001676,CUST00831,2024-05-21,Annual,,3,3,Yes,Cash
SRV001677,CUST00102,2024-04-16,NPS,5.0,4,1,No,Mastercard
SRV001678,CUST00379,2022-06-04,Post-Purchase,,4,3,Yes,Debit
SRV001679,CUST00652,2022-05-22,Post-Purchase,,5,1,Yes,Mastercard
SRV001680,CUST00825,2024-08-16,NPS,9.0,5,3,Maybe,Gift Card
SRV001681,CUST00187,2024-04-18,NPS,8.0,3,3,Maybe,Debit
SRV001682,CUST00669,2022-06-14,NPS,10.0,4,3,Yes,Mastercard
SRV001683,CUST00484,2023-11-12,NPS,8.0,5,1,Yes,Mastercard
SRV001684,CUST00736,2023-12-05,Post-Purchase,,2,2,No,Mastercard
SRV001685,CUST00721,2023-09-20,NPS,8.0,4,5,Yes,Visa
SRV001686,CUST00784,2024-02-01,NPS,10.0,5,1,Yes,Debit
SRV001687,CUST00549,2023-01-18,Post-Purchase,,3,4,Maybe,Cash
SRV001688,CUST00067,2022-02-04,Post-Purchase,,5,1,Yes,Mastercard
SRV001689,CUST00416,2024-10-24,Post-Purchase,,4,5,Yes,Mastercard
SRV001690,CUST00777,2023-03-22,Post-Purchase,,4,1,Yes,Gift Card
SRV001691,CUST00761,2024-07-21,Post-Purchase,,5,4,No,Debit
SRV001692,CUST00175,2022-10-29,Post-Purchase,,5,4,Yes,Mastercard
SRV001693,CUST00779,2024-07-01,Annual,,2,2,Yes,Mastercard
SRV001694,CUST00176,2024-08-02,NPS,4.0,2,2,Yes,Visa
SRV001695,CUST00069,2023-04-08,Post-Purchase,,4,3,Yes,Debit
SRV001696,CUST00233,2024-12-13,NPS,4.0,3,2,Yes,Visa
SRV001697,CUST00848,2024-10-20,Annual,,4,2,Yes,Debit
SRV001698,CUST00869,2023-06-03,NPS,9.0,4,5,No,Debit
SRV001699,CUST00237,2024-07-22,Post-Purchase,,4,3,Yes,Mastercard
SRV001700,CUST00498,2022-06-08,Post-Purchase,,4,1,Yes,Mastercard
SRV001701,CUST00498,2022-03-18,Post-Purchase,,2,2,Yes,Mastercard
SRV001702,CUST00494,2023-11-01,NPS,4.0,4,5,Maybe,Cash
SRV001703,CUST00423,2022-05-19,NPS,10.0,5,1,Yes,Mastercard
SRV001704,CUST00237,2023-07-03,Annual,,4,5,No,Mastercard
SRV001705,CUST00173,2022-07-29,NPS,8.0,5,2,Maybe,Mastercard
SRV001706,CUST00559,2024-08-29,NPS,6.0,5,3,Yes,Mastercard
SRV001707,CUST00594,2023-10-18,Post-Purchase,,4,4,Yes,Visa
SRV001708,CUST00423,2022-06-18,Post-Purchase,,5,3,Maybe,Mastercard
SRV001709,CUST00049,2022-09-05,Post-Purchase,,5,5,Yes,Debit
SRV001710,CUST00389,2023-11-10,Post-Purchase,,3,3,No,Mastercard
SRV001711,CUST00275,2024-01-29,Post-Purchase,,4,3,No,Mastercard
SRV001712,CUST00168,2023-07-01,Post-Purchase,,3,3,No,Gift Card
SRV001713,CUST00866,2024-12-26,NPS,7.0,4,1,Yes,Debit
SRV001714,CUST00874,2023-04-23,NPS,8.0,5,3,Maybe,Mastercard
SRV001715,CUST00406,2022-02-21,Post-Purchase,,4,4,Yes,Visa
SRV001716,CUST00212,2024-02-17,NPS,9.0,4,5,Yes,Mastercard
SRV001717,CUST00010,2023-08-12,Post-Purchase,,5,3,Yes,Visa
SRV001718,CUST00466,2023-08-07,NPS,1.0,2,1,Yes,Cash
SRV001719,CUST00887,2024-05-24,NPS,6.0,1,1,Yes,Visa
SRV001720,CUST00288,2024-06-27,Post-Purchase,,3,1,Yes,Mastercard
SRV001721,CUST00494,2022-12-11,NPS,10.0,5,1,Yes,Cash
SRV001722,CUST00540,2024-08-11,NPS,4.0,4,2,Yes,Debit
SRV001723,CUST00006,2024-08-08,NPS,7.0,5,1,Yes,Mastercard
SRV001724,CUST00589,2023-07-18,Post-Purchase,,5,1,Yes,Mastercard
SRV001725,CUST00905,2023-07-07,NPS,6.0,4,2,No,Debit
SRV001726,CUST00647,2022-08-12,Post-Purchase,,4,1,No,Debit
SRV001727,CUST00475,2024-04-17,NPS,9.0,4,4,Yes,Cash
SRV001728,CUST00068,2022-10-27,NPS,9.0,1,5,Yes,Mastercard
SRV001729,CUST00700,2022-09-28,Post-Purchase,,3,3,Yes,Cash
SRV001730,CUST00459,2024-09-26,NPS,2.0,3,5,Maybe,Visa
SRV001731,CUST00541,2022-08-07,Post-Purchase,,5,5,Yes,Mastercard
SRV001732,CUST00149,2023-07-04,Post-Purchase,,5,5,Yes,Mastercard
SRV001733,CUST00200,2022-06-21,Post-Purchase,,4,3,No,Visa
SRV001734,CUST00706,2024-03-22,NPS,4.0,5,2,No,Gift Card
SRV001735,CUST00678,2022-07-15,Annual,,4,4,Yes,Debit
SRV001736,CUST00648,2024-01-30,Post-Purchase,,4,4,Yes,Visa
SRV001737,CUST00272,2023-01-04,NPS,9.0,3,4,Maybe,Mastercard
SRV001738,CUST00779,2022-01-23,Annual,,5,3,No,Mastercard
SRV001739,CUST00893,2023-07-30,NPS,7.0,5,2,No,Mastercard
SRV001740,CUST00559,2022-07-17,Post-Purchase,,5,3,No,Mastercard
SRV001741,CUST00995,2022-02-19,NPS,8.0,4,3,Yes,Mastercard
SRV001742,CUST00098,2022-05-28,NPS,8.0,4,1,Yes,Debit
SRV001743,CUST00563,2022-09-08,Annual,,2,3,Yes,Visa
SRV001744,CUST00952,2023-09-13,NPS,8.0,3,1,Yes,Cash
SRV001745,CUST00799,2024-08-29,Post-Purchase,,5,5,Yes,Mastercard
SRV001746,CUST00391,2022-12-24,Post-Purchase,,4,4,No,Debit
SRV001747,CUST00975,2023-12-22,NPS,7.0,5,5,Yes,Debit
SRV001748,CUST00913,2024-09-30,Annual,,4,1,Yes,Visa
SRV001749,CUST00025,2023-06-14,Post-Purchase,,2,5,Yes,Mastercard
SRV001750,CUST00068,2022-09-15,Post-Purchase,,4,4,Maybe,Mastercard
SRV001751,CUST00524,2022-12-16,NPS,2.0,2,5,No,Mastercard
SRV001752,CUST00035,2024-10-03,Post-Purchase,,4,4,No,Mastercard
SRV001753,CUST00875,2022-07-28,NPS,9.0,3,1,No,Mastercard
SRV001754,CUST00393,2023-09-30,Post-Purchase,,4,1,Yes,Visa
SRV001755,CUST00966,2023-03-13,Post-Purchase,,4,3,Maybe,Debit
SRV001756,CUST00752,2023-07-30,NPS,7.0,4,3,Maybe,Mastercard
SRV001757,CUST00025,2024-12-28,NPS,9.0,4,5,No,Mastercard
