engagement_id,customer_id,engagement_date,engagement_type,points_value,channel,session_duration_sec,conversion_flag
ENG001568,CUST00391,2023-05-01,Promo Click,0,In-Store,296,1
ENG001569,CUST00166,2022-03-03,Points Earn,177,In-Store,0,0
ENG001570,CUST00301,2024-02-23,Points Earn,88,Online,0,0
ENG001571,CUST00472,2024-05-07,Promo Click,0,Mobile App,1447,0
ENG001572,CUST00839,2024-02-05,Points Redeem,138,Mobile App,0,0
ENG001573,CUST00099,2023-01-23,Points Earn,219,In-Store,0,0
ENG001574,CUST00743,2023-07-15,Promo Click,0,Mobile App,696,0
ENG001575,CUST00041,2023-01-09,Points Redeem,446,In-Store,0,0
ENG001576,CUST00017,2022-03-31,Points Earn,15,Online,0,0
ENG001577,CUST00246,2022-06-24,Promo Click,0,Online,169,0
ENG001578,CUST00629,2024-12-08,Promo Click,0,Online,176,1
ENG001579,CUST00769,2022-08-05,Points Redeem,157,Mobile App,0,0
ENG001580,CUST00589,2023-04-06,Promo Click,0,In-Store,117,1
ENG001581,CUST00814,2024-10-01,Promo Click,0,In-Store,640,1
ENG001582,CUST00026,2022-06-04,Promo Click,0,Mobile App,936,0
ENG001583,CUST00219,2023-11-19,Points Earn,45,In-Store,0,0
ENG001584,CUST00031,2023-05-03,App Login,0,Mobile App,603,0
ENG001585,CUST00587,2022-08-24,Points Earn,608,In-Store,0,0
ENG001586,CUST00742,2023-10-26,App Login,0,Online,1221,0
ENG001587,CUST00876,2022-08-01,Referral,0,In-Store,0,0
ENG001588,CUST00891,2024-08-14,Promo Click,0,Mobile App,30,1
ENG001589,CUST00382,2024-09-22,Points Earn,172,In-Store,0,0
ENG001590,CUST00488,2023-05-26,App Login,0,In-Store,1262,0
ENG001591,CUST00628,2024-11-03,Promo Click,0,In-Store,789,0
ENG001592,CUST00045,2023-12-24,Points Earn,722,Online,0,0
ENG001593,CUST00184,2023-06-26,Promo Click,0,Online,325,0
ENG001594,CUST00506,2024-06-28,Promo Click,0,In-Store,563,0
ENG001595,CUST00761,2024-09-18,Points Redeem,129,Online,0,0
ENG001596,CUST00973,2022-03-06,App Login,0,Online,1022,0
ENG001597,CUST00623,2022-07-21,Points Earn,192,In-Store,0,0
ENG001598,CUST00582,2022-03-15,Promo Click,0,In-Store,1426,0
ENG001599,CUST00898,2023-10-29,Points Redeem,191,Online,0,0
ENG001600,CUST00521,2024-02-06,Points Earn,104,In-Store,0,0
ENG001601,CUST00465,2022-10-06,Points Earn,190,Mobile App,0,0
ENG001602,CUST00922,2022-07-18,Promo Click,0,In-Store,755,0
ENG001603,CUST00214,2022-07-25,Promo Click,0,Mobile App,262,0
ENG001604,CUST00596,2024-02-11,Points Redeem,148,In-Store,0,0
ENG001605,CUST00612,2023-05-20,Points Earn,433,In-Store,0,0
ENG001606,CUST00521,2022-01-30,Promo Click,0,In-Store,604,0
ENG001607,CUST00587,2023-12-08,Points Earn,407,Online,0,0
ENG001608,CUST00821,2024-11-18,Points Earn,119,Mobile App,0,0
ENG001609,CUST00951,2024-01-26,Points Earn,788,In-Store,0,0
ENG001610,CUST00197,2022-03-02,Points Redeem,410,Online,0,0
ENG001611,CUST00654,2022-08-25,Promo Click,0,Online,1073,0
ENG001612,CUST00872,2022-03-31,Promo Click,0,Online,987,0
ENG001613,CUST00744,2024-03-05,Points Redeem,339,In-Store,0,0
ENG001614,CUST00355,2024-12-17,Promo Click,0,In-Store,397,0
ENG001615,CUST00096,2022-03-08,Points Redeem,149,Online,0,0
ENG001616,CUST00291,2024-08-27,Promo Click,0,Online,1501,1
ENG001617,CUST00421,2024-10-07,Promo Click,0,Online,1609,0
ENG001618,CUST00013,2024-12-19,Points Redeem,731,In-Store,0,0
ENG001619,CUST00291,2023-08-02,App Login,0,In-Store,1503,0
ENG001620,CUST00785,2024-12-20,Promo Click,0,Online,98,1
ENG001621,CUST00642,2022-10-16,App Login,0,In-Store,1070,0
ENG001622,CUST00296,2024-09-22,Points Earn,102,Online,0,0
ENG001623,CUST00934,2022-07-26,Points Earn,35,In-Store,0,0
ENG001624,CUST00704,2024-06-30,Points Earn,269,Mobile App,0,0
ENG001625,CUST00083,2023-06-25,App Login,0,In-Store,92,0
ENG001626,CUST00108,2022-06-01,Points Redeem,223,Online,0,0
ENG001627,CUST00906,2023-06-18,Points Earn,127,In-Store,0,0
ENG001628,CUST00964,2022-06-08,Points Earn,118,In-Store,0,0
ENG001629,CUST00692,2023-08-08,Points Redeem,705,In-Store,0,0
ENG001630,CUST00373,2024-06-24,Promo Click,0,In-Store,1408,0
ENG001631,CUST00204,2024-04-28,Promo Click,0,In-Store,550,1
ENG001632,CUST00722,2023-11-17,Points Redeem,462,In-Store,0,0
ENG001633,CUST00259,2024-12-11,Points Redeem,596,Online,0,0
ENG001634,CUST00865,2022-03-30,Points Redeem,270,Online,0,0
ENG001635,CUST00329,2024-01-29,Points Earn,414,Mobile App,0,0
ENG001636,CUST00650,2024-03-27,Promo Click,0,In-Store,1554,0
ENG001637,CUST00113,2022-11-21,Points Redeem,743,Online,0,0
ENG001638,CUST00563,2022-11-07,Referral,0,Online,0,0
ENG001639,CUST00272,2023-01-01,Promo Click,0,Online,1626,0
ENG001640,CUST00690,2022-07-21,Points Redeem,224,In-Store,0,0
ENG001641,CUST00973,2023-08-12,Points Earn,653,Online,0,0
ENG001642,CUST00483,2022-08-11,Promo Click,0,Online,325,0
ENG001643,CUST00062,2024-01-15,Promo Click,0,In-Store,1056,1
ENG001644,CUST00451,2022-02-03,Referral,0,Mobile App,0,0
ENG001645,CUST00332,2022-07-15,Points Earn,26,In-Store,0,0
ENG001646,CUST00246,2022-05-06,App Login,0,In-Store,1405,0
ENG001647,CUST00342,2024-11-06,Points Earn,472,Mobile App,0,0
ENG001648,CUST00774,2022-08-05,Referral,0,In-Store,0,0
ENG001649,CUST00364,2024-04-27,Points Redeem,195,Online,0,0
ENG001650,CUST00017,2023-01-05,Points Redeem,120,In-Store,0,0
ENG001651,CUST00911,2024-02-13,Promo Click,0,Mobile App,999,0
ENG001652,CUST00467,2022-06-26,Promo Click,0,Online,333,1
ENG001653,CUST00877,2024-04-28,Promo Click,0,Online,1379,1
ENG001654,CUST00670,2024-06-11,Points Earn,99,Mobile App,0,0
ENG001655,CUST00915,2022-04-23,App Login,0,In-Store,991,0
ENG001656,CUST00788,2024-06-05,Promo Click,0,In-Store,1263,0
ENG001657,CUST00328,2023-10-07,App Login,0,In-Store,718,0
ENG001658,CUST00812,2023-04-17,Promo Click,0,Online,1407,0
ENG001659,CUST00226,2022-07-09,App Login,0,In-Store,1253,0
ENG001660,CUST00050,2023-01-20,Points Redeem,119,Online,0,0
ENG001661,CUST00041,2024-05-29,Points Earn,607,Online,0,0
ENG001662,CUST00183,2022-04-15,Promo Click,0,Online,777,0
ENG001663,CUST00006,2024-09-22,Referral,0,In-Store,0,0
ENG001664,CUST00361,2024-01-15,Promo Click,0,In-Store,414,0
ENG001665,CUST00290,2023-05-09,Points Redeem,398,In-Store,0,0
ENG001666,CUST00005,2023-04-13,Points Redeem,598,In-Store,0,0
ENG001667,CUST00561,2024-04-12,Promo Click,0,In-Store,406,1
ENG001668,CUST00086,2022-11-19,Points Redeem,103,Mobile App,0,0
ENG001669,CUST00356,2023-12-25,Points Earn,521,Mobile App,0,0
ENG001670,CUST00813,2024-12-02,App Login,0,In-Store,31,0
ENG001671,CUST00345,2023-04-28,Promo Click,0,Online,1150,1
ENG001672,CUST00931,2024-07-06,App Login,0,Online,134,0
ENG001673,CUST00229,2024-04-22,Promo Click,0,Online,332,0
ENG001674,CUST00610,2024-02-25,Referral,0,Online,0,0
ENG001675,CUST00252,2022-01-20,Points Earn,148,In-Store,0,0
ENG001676,CUST00372,2022-05-09,Points Earn,259,Online,0,0
ENG001677,CUST00881,2024-01-18,Promo Click,0,In-Store,1519,1
ENG001678,CUST00570,2023-09-09,Points Earn,375,In-Store,0,0
ENG001679,CUST00193,2023-07-03,Points Redeem,99,Online,0,0
ENG001680,CUST00170,2022-02-21,Points Redeem,618,Online,0,0
ENG001681,CUST00309,2024-04-23,Points Earn,22,In-Store,0,0
ENG001682,CUST00289,2022-10-26,App Login,0,In-Store,1716,0
ENG001683,CUST00461,2023-02-19,App Login,0,Mobile App,1664,0
ENG001684,CUST00440,2022-01-16,Points Earn,757,In-Store,0,0
ENG001685,CUST00718,2022-08-06,Points Redeem,57,In-Store,0,0
ENG001686,CUST00208,2022-03-10,Points Redeem,796,Online,0,0
ENG001687,CUST00461,2022-03-11,App Login,0,In-Store,664,0
ENG001688,CUST00997,2023-02-19,Promo Click,0,In-Store,386,1
ENG001689,CUST00277,2023-12-11,Points Earn,502,In-Store,0,0
ENG001690,CUST00313,2022-08-05,App Login,0,Online,1138,0
ENG001691,CUST00501,2022-06-23,Promo Click,0,In-Store,979,0
ENG001692,CUST00365,2023-09-13,Points Earn,102,Mobile App,0,0
ENG001693,CUST00088,2022-11-10,Promo Click,0,In-Store,569,0
ENG001694,CUST00117,2023-05-27,Points Earn,742,In-Store,0,0
ENG001695,CUST00236,2022-03-24,Referral,0,In-Store,0,0
ENG001696,CUST00557,2024-12-18,Points Redeem,188,Online,0,0
ENG001697,CUST00242,2024-06-19,Points Redeem,141,Online,0,0
ENG001698,CUST00317,2024-05-17,Promo Click,0,Online,1306,1
ENG001699,CUST00276,2022-04-21,Points Earn,683,Mobile App,0,0
ENG001700,CUST00080,2022-05-27,Promo Click,0,In-Store,558,0
ENG001701,CUST00290,2022-08-26,Points Earn,500,Mobile App,0,0
ENG001702,CUST00077,2024-02-26,Promo Click,0,In-Store,1328,1
ENG001703,CUST00421,2024-08-17,App Login,0,In-Store,495,0
ENG001704,CUST00388,2023-04-07,Points Redeem,364,In-Store,0,0
ENG001705,CUST00338,2022-06-19,Points Redeem,710,In-Store,0,0
ENG001706,CUST00552,2022-06-22,Points Earn,195,In-Store,0,0
ENG001707,CUST00807,2022-03-12,Points Redeem,51,Mobile App,0,0
ENG001708,CUST00486,2022-08-05,Promo Click,0,In-Store,350,0
ENG001709,CUST00456,2024-07-11,Promo Click,0,Online,1024,1
ENG001710,CUST00153,2023-08-07,App Login,0,In-Store,483,0
ENG001711,CUST00159,2024-06-13,Points Redeem,292,Online,0,0
ENG001712,CUST00380,2023-11-18,Promo Click,0,In-Store,291,1
ENG001713,CUST00090,2024-11-19,Promo Click,0,Mobile App,1107,1
ENG001714,CUST00878,2024-01-24,Points Earn,57,Online,0,0
ENG001715,CUST00277,2022-05-24,Points Redeem,259,Online,0,0
ENG001716,CUST00473,2022-06-17,Promo Click,0,Online,976,0
ENG001717,CUST00083,2022-12-09,Promo Click,0,Online,152,1
ENG001718,CUST00423,2023-01-04,Promo Click,0,Online,1089,1
ENG001719,CUST00298,2023-10-29,Promo Click,0,In-Store,1202,0
ENG001720,CUST00597,2023-02-16,Points Redeem,104,Mobile App,0,0
ENG001721,CUST00098,2024-09-09,Promo Click,0,In-Store,921,0
ENG001722,CUST00222,2024-03-20,Points Earn,673,In-Store,0,0
ENG001723,CUST00113,2022-04-03,Points Earn,740,Online,0,0
ENG001724,CUST00159,2022-10-09,App Login,0,In-Store,1367,0
ENG001725,CUST00031,2022-08-09,Promo Click,0,Online,959,0
ENG001726,CUST00614,2023-12-22,Points Earn,666,In-Store,0,0
ENG001727,CUST00433,2023-02-01,Referral,0,In-Store,0,0
ENG001728,CUST00086,2023-04-06,App Login,0,In-Store,472,0
ENG001729,CUST00803,2023-11-09,Promo Click,0,In-Store,708,0
ENG001730,CUST00035,2023-02-05,Points Redeem,729,Mobile App,0,0
ENG001731,CUST00676,2024-11-10,Promo Click,0,Mobile App,1104,0
ENG001732,CUST00868,2023-07-03,Points Earn,734,In-Store,0,0
ENG001733,CUST00882,2024-01-06,Promo Click,0,In-Store,1352,0
ENG001734,CUST00373,2022-04-09,Points Earn,535,Online,0,0
ENG001735,CUST00203,2023-08-01,Points Earn,559,Online,0,0
ENG001736,CUST00717,2023-11-21,Points Earn,370,Online,0,0
ENG001737,CUST00220,2024-10-03,Points Earn,112,Mobile App,0,0
ENG001738,CUST00858,2024-09-29,Points Earn,607,In-Store,0,0
ENG001739,CUST00702,2022-03-09,Promo Click,0,In-Store,1536,1
ENG001740,CUST00029,2024-06-26,Points Earn,702,Online,0,0
ENG001741,CUST00404,2024-04-14,Points Earn,602,Online,0,0
ENG001742,CUST00228,2024-10-24,Points Earn,485,Mobile App,0,0
ENG001743,CUST00764,2022-02-22,Points Earn,793,Online,0,0
ENG001744,CUST00278,2024-03-09,App Login,0,In-Store,211,0
ENG001745,CUST00082,2023-02-21,Points Earn,81,Mobile App,0,0
ENG001746,CUST00184,2024-06-22,Promo Click,0,Mobile App,1468,1
ENG001747,CUST00491,2024-05-01,Points Redeem,273,In-Store,0,0
ENG001748,CUST00678,2023-01-31,Promo Click,0,Online,485,1
ENG001749,CUST00910,2022-08-25,Referral,0,Online,0,0
ENG001750,CUST00641,2022-04-08,App Login,0,In-Store,1326,0
ENG001751,CUST00428,2023-03-24,Points Redeem,22,In-Store,0,0
ENG001752,CUST00647,2023-01-09,Promo Click,0,Online,547,0
ENG001753,CUST00923,2022-05-11,Points Earn,535,In-Store,0,0
ENG001754,CUST00822,2022-12-12,Points Redeem,87,In-Store,0,0
ENG001755,CUST00276,2022-07-03,App Login,0,Online,1239,0
ENG001756,CUST00894,2023-03-08,Points Earn,58,Online,0,0
ENG001757,CUST00273,2023-01-18,Points Redeem,62,In-Store,0,0
ENG001758,CUST00903,2023-06-21,Promo Click,0,Online,503,1
ENG001759,CUST00530,2023-09-21,Promo Click,0,In-Store,1793,1
ENG001760,CUST00138,2023-07-31,Promo Click,0,Mobile App,1429,1
ENG001761,CUST00836,2022-12-07,Points Redeem,30,In-Store,0,0
ENG001762,CUST00694,2022-05-08,Points Earn,119,In-Store,0,0
ENG001763,CUST00505,2024-04-15,Points Redeem,159,Online,0,0
ENG001764,CUST00674,2022-08-08,Points Earn,415,In-Store,0,0
ENG001765,CUST00209,2023-12-20,App Login,0,Online,414,0
ENG001766,CUST00132,2024-05-26,Points Redeem,157,Online,0,0
ENG001767,CUST00171,2023-09-22,App Login,0,Online,1216,0
ENG001768,CUST00654,2022-04-05,Promo Click,0,In-Store,1640,1
ENG001769,CUST00005,2023-01-29,Points Redeem,186,In-Store,0,0
ENG001770,CUST00324,2022-01-26,Promo Click,0,Online,1040,0
ENG001771,CUST00298,2023-03-08,Points Earn,96,In-Store,0,0
ENG001772,CUST00169,2024-03-18,Points Redeem,188,In-Store,0,0
ENG001773,CUST00692,2024-05-14,Points Redeem,621,In-Store,0,0
ENG001774,CUST00906,2022-07-29,Promo Click,0,In-Store,1030,0
ENG001775,CUST00591,2023-04-07,Points Earn,727,In-Store,0,0
ENG001776,CUST00070,2024-06-07,Points Earn,43,In-Store,0,0
ENG001777,CUST00579,2023-02-26,Points Earn,139,In-Store,0,0
ENG001778,CUST00220,2023-03-08,Promo Click,0,Online,797,1
ENG001779,CUST00069,2023-03-11,Promo Click,0,In-Store,1697,0
ENG001780,CUST00979,2024-09-28,Points Earn,162,Mobile App,0,0
ENG001781,CUST00215,2022-10-25,Promo Click,0,In-Store,1490,1
ENG001782,CUST00254,2024-08-16,Promo Click,0,Online,1111,0
ENG001783,CUST00635,2023-01-24,Promo Click,0,Mobile App,201,0
ENG001784,CUST00738,2023-05-04,Promo Click,0,In-Store,1755,0
ENG001785,CUST00596,2023-07-29,Points Earn,349,Online,0,0
ENG001786,CUST00849,2023-12-14,App Login,0,Online,1546,0
ENG001787,CUST00042,2024-01-26,Points Earn,190,Mobile App,0,0
ENG001788,CUST00319,2024-08-30,Points Earn,151,In-Store,0,0
ENG001789,CUST00358,2024-04-12,Promo Click,0,In-Store,1314,0
ENG001790,CUST00148,2022-09-29,Points Earn,137,In-Store,0,0
ENG001791,CUST00957,2022-11-24,Points Redeem,766,In-Store,0,0
ENG001792,CUST00053,2023-07-19,Points Redeem,91,In-Store,0,0
ENG001793,CUST00528,2023-12-19,Points Earn,71,Online,0,0
ENG001794,CUST00541,2023-06-04,Points Redeem,731,In-Store,0,0
ENG001795,CUST00305,2024-10-16,Points Earn,578,In-Store,0,0
ENG001796,CUST00277,2024-02-26,Points Redeem,672,In-Store,0,0
ENG001797,CUST00562,2022-11-27,Points Earn,460,Online,0,0
ENG001798,CUST00234,2023-01-29,Promo Click,0,Mobile App,1662,0
ENG001799,CUST00561,2024-05-20,Points Earn,20,Online,0,0
ENG001800,CUST00317,2024-10-23,Points Earn,600,Online,0,0
ENG001801,CUST00453,2024-03-10,Promo Click,0,Mobile App,1300,1
ENG001802,CUST00627,2023-01-04,Points Redeem,222,In-Store,0,0
ENG001803,CUST00708,2023-11-04,Points Earn,171,Mobile App,0,0
ENG001804,CUST00222,2023-05-27,Points Earn,163,Mobile App,0,0
ENG001805,CUST00325,2023-09-22,Points Redeem,105,Mobile App,0,0
ENG001806,CUST00647,2024-02-27,Referral,0,Online,0,0
ENG001807,CUST00338,2022-01-18,Points Earn,218,In-Store,0,0
ENG001808,CUST00076,2023-05-19,App Login,0,In-Store,1309,0
ENG001809,CUST00992,2023-05-20,Points Earn,740,In-Store,0,0
ENG001810,CUST00304,2024-11-23,Points Redeem,68,In-Store,0,0
ENG001811,CUST00194,2024-10-04,Promo Click,0,Online,779,0
ENG001812,CUST00221,2024-08-13,Points Earn,166,Online,0,0
ENG001813,CUST00415,2023-02-05,Points Earn,185,In-Store,0,0
ENG001814,CUST00497,2023-03-24,Points Earn,196,In-Store,0,0
ENG001815,CUST00869,2022-07-09,App Login,0,In-Store,741,0
ENG001816,CUST00383,2022-03-25,Points Earn,183,In-Store,0,0
ENG001817,CUST00362,2024-04-08,App Login,0,Online,626,0
ENG001818,CUST00928,2022-12-15,Points Redeem,784,In-Store,0,0
ENG001819,CUST00298,2022-12-30,Points Redeem,785,In-Store,0,0
ENG001820,CUST00222,2022-06-29,Points Redeem,257,In-Store,0,0
ENG001821,CUST00013,2023-04-24,Points Redeem,327,Online,0,0
ENG001822,CUST00676,2024-09-20,Points Earn,716,Online,0,0
ENG001823,CUST00235,2024-09-14,Points Redeem,763,In-Store,0,0
ENG001824,CUST00876,2022-11-02,Promo Click,0,Mobile App,472,1
ENG001825,CUST00338,2023-02-04,Promo Click,0,In-Store,895,0
ENG001826,CUST00665,2022-10-12,Points Earn,134,In-Store,0,0
ENG001827,CUST00948,2023-08-17,App Login,0,Mobile App,236,0
ENG001828,CUST00306,2023-01-31,Promo Click,0,Mobile App,1042,1
ENG001829,CUST00109,2022-09-14,Promo Click,0,In-Store,111,0
ENG001830,CUST00787,2023-10-14,App Login,0,In-Store,804,0
ENG001831,CUST00851,2022-07-17,Points Earn,321,Online,0,0
ENG001832,CUST00468,2024-06-25,Points Earn,233,Mobile App,0,0
ENG001833,CUST00084,2024-11-01,App Login,0,Online,287,0
ENG001834,CUST00520,2022-07-20,Points Earn,92,Mobile App,0,0
ENG001835,CUST00928,2023-11-10,Points Earn,594,In-Store,0,0
ENG001836,CUST00316,2024-07-04,Points Redeem,86,Online,0,0
ENG001837,CUST00261,2024-07-23,Points Earn,235,In-Store,0,0
ENG001838,CUST00099,2022-04-03,App Login,0,In-Store,678,0
ENG001839,CUST00224,2022-01-15,Points Redeem,690,Mobile App,0,0
ENG001840,CUST00881,2022-06-08,Promo Click,0,Online,553,1
ENG001841,CUST00926,2022-06-12,Points Earn,687,In-Store,0,0
ENG001842,CUST00008,2024-02-03,Promo Click,0,In-Store,1021,1
ENG001843,CUST00202,2022-11-28,Promo Click,0,Mobile App,1402,0
ENG001844,CUST00185,2023-11-09,Promo Click,0,In-Store,1021,0
ENG001845,CUST00350,2022-12-22,App Login,0,Online,186,0
ENG001846,CUST00886,2024-09-16,Referral,0,Online,0,0
ENG001847,CUST00239,2024-02-08,Referral,0,In-Store,0,0
ENG001848,CUST00474,2022-07-18,Points Redeem,137,In-Store,0,0
ENG001849,CUST00714,2023-05-31,Promo Click,0,In-Store,225,0
ENG001850,CUST00493,2022-05-24,Points Redeem,76,In-Store,0,0
ENG001851,CUST00930,2024-01-29,App Login,0,Online,1780,0
ENG001852,CUST00652,2023-06-18,Promo Click,0,Online,207,0
ENG001853,CUST00891,2023-10-12,Points Earn,103,In-Store,0,0
ENG001854,CUST00259,2022-11-29,App Login,0,In-Store,467,0
ENG001855,CUST00834,2022-06-29,Points Earn,330,Online,0,0
ENG001856,CUST00509,2024-08-13,App Login,0,Mobile App,1502,0
ENG001857,CUST00369,2022-03-06,Points Earn,73,Online,0,0
ENG001858,CUST00480,2022-09-09,Points Earn,78,In-Store,0,0
ENG001859,CUST00400,2024-10-11,Points Redeem,407,Online,0,0
ENG001860,CUST00992,2023-09-27,Promo Click,0,Mobile App,1069,0
ENG001861,CUST00286,2022-07-12,Points Earn,169,Online,0,0
ENG001862,CUST00959,2023-10-12,Points Earn,306,Online,0,0
ENG001863,CUST00192,2022-01-13,Promo Click,0,In-Store,1163,0
ENG001864,CUST00505,2023-06-08,App Login,0,In-Store,1038,0
ENG001865,CUST00865,2024-10-21,Promo Click,0,In-Store,1078,0
ENG001866,CUST00593,2024-09-08,Points Earn,316,In-Store,0,0
ENG001867,CUST00483,2022-07-21,Referral,0,Mobile App,0,0
ENG001868,CUST00816,2022-11-18,Points Redeem,92,Online,0,0
ENG001869,CUST00439,2022-11-01,App Login,0,In-Store,1701,0
ENG001870,CUST00240,2024-12-05,Points Redeem,269,Online,0,0
ENG001871,CUST00555,2022-07-31,Points Earn,18,In-Store,0,0
ENG001872,CUST00153,2024-08-09,Points Redeem,158,In-Store,0,0
ENG001873,CUST00055,2024-08-09,Points Earn,90,In-Store,0,0
ENG001874,CUST00437,2024-04-27,App Login,0,Online,1798,0
ENG001875,CUST00524,2023-11-04,App Login,0,Online,1099,0
ENG001876,CUST00983,2024-10-31,Promo Click,0,Online,802,0
ENG001877,CUST00929,2023-06-20,Points Redeem,166,Online,0,0
ENG001878,CUST00029,2024-07-20,Promo Click,0,Online,560,1
ENG001879,CUST00574,2024-06-29,Promo Click,0,In-Store,247,0
ENG001880,CUST00858,2022-06-27,Promo Click,0,In-Store,1565,1
ENG001881,CUST00025,2023-03-22,Points Earn,697,Online,0,0
ENG001882,CUST00786,2024-08-13,Points Earn,333,In-Store,0,0
ENG001883,CUST00802,2023-11-28,Points Earn,187,In-Store,0,0
ENG001884,CUST00077,2022-10-26,Points Earn,723,Online,0,0
ENG001885,CUST00220,2023-02-07,Points Redeem,143,In-Store,0,0
ENG001886,CUST00320,2023-05-08,Points Earn,405,In-Store,0,0
ENG001887,CUST00895,2023-08-21,Points Earn,704,In-Store,0,0
ENG001888,CUST00988,2023-07-12,Referral,0,In-Store,0,0
ENG001889,CUST00362,2023-01-15,Points Earn,430,In-Store,0,0
ENG001890,CUST00036,2022-05-03,Points Earn,591,Online,0,0
ENG001891,CUST00517,2023-05-21,Points Earn,418,Online,0,0
ENG001892,CUST00167,2024-12-27,Points Redeem,595,Mobile App,0,0
ENG001893,CUST00707,2024-01-15,App Login,0,Online,587,0
ENG001894,CUST00122,2023-08-24,Points Earn,70,Mobile App,0,0
ENG001895,CUST00460,2022-01-27,Points Redeem,495,In-Store,0,0
ENG001896,CUST00446,2022-03-20,Points Earn,557,Online,0,0
ENG001897,CUST00612,2022-02-16,Points Redeem,486,In-Store,0,0
ENG001898,CUST00534,2022-12-28,Points Earn,95,In-Store,0,0
ENG001899,CUST00133,2023-02-01,Promo Click,0,Online,376,0
ENG001900,CUST00879,2024-09-15,Promo Click,0,In-Store,640,1
ENG001901,CUST00262,2022-07-03,Points Redeem,166,Online,0,0
ENG001902,CUST00983,2023-03-26,Promo Click,0,In-Store,753,1
ENG001903,CUST00468,2022-11-23,Promo Click,0,Online,754,0
ENG001904,CUST00084,2024-03-25,Promo Click,0,Online,501,0
ENG001905,CUST00874,2024-05-17,Points Redeem,531,Mobile App,0,0
ENG001906,CUST00148,2022-04-29,Promo Click,0,Mobile App,77,0
ENG001907,CUST00883,2023-07-31,Points Earn,18,Mobile App,0,0
ENG001908,CUST00063,2022-01-03,Points Earn,483,Online,0,0
ENG001909,CUST00545,2022-08-12,App Login,0,In-Store,540,0
ENG001910,CUST00584,2023-01-18,Points Earn,175,Online,0,0
ENG001911,CUST00973,2023-08-08,Points Earn,359,In-Store,0,0
ENG001912,CUST00548,2022-06-04,Points Earn,635,Online,0,0
ENG001913,CUST00558,2023-03-10,Points Earn,617,In-Store,0,0
ENG001914,CUST00946,2022-03-29,Promo Click,0,Online,558,1
ENG001915,CUST00476,2022-05-29,Promo Click,0,Mobile App,580,0
ENG001916,CUST00690,2024-05-29,Promo Click,0,In-Store,913,0
ENG001917,CUST00743,2022-05-30,App Login,0,In-Store,1422,0
ENG001918,CUST00347,2023-10-25,Points Redeem,527,Online,0,0
ENG001919,CUST00563,2024-03-18,Promo Click,0,In-Store,413,0
ENG001920,CUST00817,2024-02-16,App Login,0,Mobile App,244,0
ENG001921,CUST00748,2022-12-06,Points Earn,433,In-Store,0,0
ENG001922,CUST00076,2022-08-21,App Login,0,Online,288,0
ENG001923,CUST00143,2024-06-23,Points Redeem,484,Mobile App,0,0
ENG001924,CUST00690,2024-06-01,Promo Click,0,In-Store,1528,0
ENG001925,CUST00537,2023-11-05,Points Earn,71,Online,0,0
ENG001926,CUST00508,2024-09-06,App Login,0,In-Store,532,0
ENG001927,CUST00591,2023-04-09,Referral,0,Online,0,0
ENG001928,CUST00281,2023-07-27,App Login,0,In-Store,1471,0
ENG001929,CUST00325,2024-08-31,App Login,0,Mobile App,80,0
ENG001930,CUST00746,2022-03-21,Promo Click,0,In-Store,1345,0
ENG001931,CUST00724,2022-08-17,Points Earn,286,Online,0,0
ENG001932,CUST00045,2023-04-08,Points Earn,135,In-Store,0,0
ENG001933,CUST00844,2024-03-11,Points Earn,66,In-Store,0,0
ENG001934,CUST00330,2024-08-06,Points Earn,580,In-Store,0,0
ENG001935,CUST00185,2023-01-09,Promo Click,0,In-Store,1023,0
ENG001936,CUST00008,2024-06-18,App Login,0,Mobile App,397,0
ENG001937,CUST00664,2022-12-05,Promo Click,0,In-Store,675,1
ENG001938,CUST00784,2022-11-16,App Login,0,In-Store,1688,0
ENG001939,CUST00631,2024-11-28,Points Earn,137,In-Store,0,0
ENG001940,CUST00423,2023-10-06,Points Earn,310,Online,0,0
ENG001941,CUST00071,2023-04-24,Points Redeem,360,In-Store,0,0
ENG001942,CUST00079,2022-07-02,Promo Click,0,In-Store,1388,0
ENG001943,CUST00270,2022-07-03,Promo Click,0,In-Store,1061,1
ENG001944,CUST00067,2023-03-21,Promo Click,0,In-Store,238,1
ENG001945,CUST00114,2023-07-30,App Login,0,In-Store,957,0
ENG001946,CUST00793,2022-10-12,Points Redeem,42,In-Store,0,0
ENG001947,CUST00362,2022-05-21,Promo Click,0,Online,253,1
ENG001948,CUST00258,2023-04-19,Points Earn,50,In-Store,0,0
ENG001949,CUST00267,2022-06-07,Points Earn,140,In-Store,0,0
ENG001950,CUST00639,2022-11-05,Points Redeem,696,In-Store,0,0
ENG001951,CUST00230,2022-03-23,Promo Click,0,In-Store,1079,0
ENG001952,CUST00843,2023-10-12,Points Earn,51,In-Store,0,0
ENG001953,CUST00490,2022-05-05,Points Earn,198,Mobile App,0,0
ENG001954,CUST00110,2022-10-12,App Login,0,Online,974,0
ENG001955,CUST00832,2024-01-14,Promo Click,0,In-Store,503,0
ENG001956,CUST00210,2022-05-31,Promo Click,0,Online,1278,1
ENG001957,CUST00303,2022-10-19,Promo Click,0,In-Store,1728,0
ENG001958,CUST00697,2024-02-07,Points Earn,551,Mobile App,0,0
ENG001959,CUST00313,2022-03-19,Promo Click,0,Online,337,1
